cid,seed,smiles,sdf_file,conformer,MW,LogP,HBD,HBA,TPSA,RotBonds,HeavyAtoms,Rings,AromaticRings
142416310,7CIL_LIG,CC1=NN(C=C1NC2=NC3=C(C(=CN3)C#N)C(=N2)NC4(CC4)C)C(C)(C)C#N,data/phase2/raw/phase2_7CIL_LIG_142416310.sdf,3d,375.44,3.3,3,8,131.03,5,28,4,3
142416321,7CIL_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(N(N=C3)C(C)(C)C#N)Cl,data/phase2/raw/phase2_7CIL_LIG_142416321.sdf,3d,369.82,3.11,3,8,131.03,5,26,3,3
142416341,7CIL_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=CN(N=C3)CCO,data/phase2/raw/phase2_7CIL_LIG_142416341.sdf,3d,312.34,1.19,4,8,127.47,6,23,3,3
142416375,7CIL_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(N(N=C3)C(C)C)C,data/phase2/raw/phase2_7CIL_LIG_142416375.sdf,3d,324.39,3.09,3,7,107.24,5,24,3,3
142416376,7CIL_LIG,CC1=NN(C=C1NC2=NC3=C(C(=CN3)C#N)C(=N2)NC)C(C)(C)C#N,data/phase2/raw/phase2_7CIL_LIG_142416376.sdf,3d,335.38,2.38,3,8,131.03,4,25,3,3
142416379,7CIL_LIG,CC1=C(C=NN1C)NC2=NC3=C(C(=CN3)C#N)C(=N2)NC4(CC4)C,data/phase2/raw/phase2_7CIL_LIG_142416379.sdf,3d,322.38,2.58,3,7,107.24,4,24,4,3
142416385,7CIL_LIG,CC1=C(C=NN1C(C)C)NC2=NC3=C(C(=CN3)C#N)C(=N2)NC4(CC4)C,data/phase2/raw/phase2_7CIL_LIG_142416385.sdf,3d,350.43,3.62,3,7,107.24,5,26,4,3
142416390,7CIL_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=CN(N=C3Cl)C(C)(C)C#N,data/phase2/raw/phase2_7CIL_LIG_142416390.sdf,3d,369.82,3.11,3,8,131.03,5,26,3,3
142416394,7CIL_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=CN(N=C3C)C(C)C,data/phase2/raw/phase2_7CIL_LIG_142416394.sdf,3d,324.39,3.09,3,7,107.24,5,24,3,3
142416408,7CIL_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=CN(N=C3C)C,data/phase2/raw/phase2_7CIL_LIG_142416408.sdf,3d,296.34,2.05,3,7,107.24,4,22,3,3
142416409,7CIL_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(N(N=C3)C)C,data/phase2/raw/phase2_7CIL_LIG_142416409.sdf,3d,296.34,2.05,3,7,107.24,4,22,3,3
142416413,7CIL_LIG,CC1=NN(C=C1NC2=NC3=C(C(=CN3)C#N)C(=N2)NC4(CC4)C)C(C)C,data/phase2/raw/phase2_7CIL_LIG_142416413.sdf,3d,350.43,3.62,3,7,107.24,5,26,4,3
142755078,7CIL_LIG,CCN1C=C(C=N1)NC2=NC3=C(C=CN3)C(=N2)N(C)[C@@H]4CC[C@@H](NC4)C,data/phase2/raw/phase2_7CIL_LIG_142755078.sdf,3d,354.46,2.49,3,7,86.69,5,26,4,3
142755084,7CIL_LIG,CCN1C=C(C=N1)NC2=NC3=C(C(=CN3)Cl)C(=N2)N[C@@H]4CC[C@@H](NC4)C,data/phase2/raw/phase2_7CIL_LIG_142755084.sdf,3d,374.88,3.12,4,7,95.48,5,26,4,3
145336712,7CIL_LIG,CC(C)N1C=C(C=N1)NC2=NC3=C(C(=CN3)C#N)C(=N2)NCC4CC4,data/phase2/raw/phase2_7CIL_LIG_145336712.sdf,3d,336.4,3.17,3,7,107.24,6,25,4,3
146851006,7CIL_LIG,CC1=NN(C=C1NC2=NC3=C(C(=CN3)C#N)C(=N2)NC)C(C)C,data/phase2/raw/phase2_7CIL_LIG_146851006.sdf,3d,310.37,2.7,3,7,107.24,4,23,3,3
151591358,7CIL_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=CN(N=C3)C,data/phase2/raw/phase2_7CIL_LIG_151591358.sdf,3d,282.31,1.74,3,7,107.24,4,21,3,3
155022106,7CIL_LIG,CC1=NN(C=C1NC2=NC3=C(C(=CN3)C#N)C(=N2)NC)C,data/phase2/raw/phase2_7CIL_LIG_155022106.sdf,3d,282.31,1.66,3,7,107.24,3,21,3,3
155022147,7CIL_LIG,CC1=C(C=NN1C)NC2=NC3=C(C(=CN3)C#N)C(=N2)NC,data/phase2/raw/phase2_7CIL_LIG_155022147.sdf,3d,282.31,1.66,3,7,107.24,3,21,3,3
155022217,7CIL_LIG,CC1=C(C=NN1C(C)C)NC2=NC3=C(C(=CN3)C#N)C(=N2)NC,data/phase2/raw/phase2_7CIL_LIG_155022217.sdf,3d,310.37,2.7,3,7,107.24,4,23,3,3
155621800,7CIL_LIG,CCN1C=C(C=N1)NC2=NC3=C(C(=CN3)F)C(=N2)NC4CCCNC4.Cl,data/phase2/raw/phase2_7CIL_LIG_155621800.sdf,2d,380.86,2.64,4,7,95.48,5,26,4,3
175716355,7CIL_LIG,C[C@H]1CC[C@H](CN1)NC2=NC(=NC3=C2C(=CN3)Cl)NC4=CN(N=C4)C,data/phase2/raw/phase2_7CIL_LIG_175716355.sdf,3d,360.85,2.64,4,7,95.48,4,25,4,3
177211774,7CIL_LIG,CCC12CC1CN(C2)C3=NC(=NC4=C3C(=CN4)C#N)NC5=CN(N=C5)C,data/phase2/raw/phase2_7CIL_LIG_177211774.sdf,3d,348.41,2.54,2,7,98.45,4,26,5,3
157996792,7CIL_LIG,CC1=CNC2=C1C(=NC(=N2)NC3=C(N(N=C3)C)C)NC,data/phase2/raw/phase2_7CIL_LIG_157996792.sdf,3d,271.33,2.09,3,6,83.45,3,20,3,3
157996794,7CIL_LIG,CC1=CNC2=C1C(=NC(=N2)NC3=CN(N=C3C)C(C)(C)C#N)NC,data/phase2/raw/phase2_7CIL_LIG_157996794.sdf,3d,324.39,2.82,3,7,107.24,4,24,3,3
158224339,7CIL_LIG,CC1=CNC2=C1C(=NC(=N2)NC3=CN(N=C3)C(C)C)NC(C)C4CC4,data/phase2/raw/phase2_7CIL_LIG_158224339.sdf,3d,339.45,4.0,3,6,83.45,6,25,4,3
